Area,Body type:,Brand:,Condition:,Engine capacity:,Fuel type:,Kilometers run:,Listing Title,Model:,Posted On,Price,Registration year:,Sold By,Subarea,Transmission:,Trim / Edition:,URL,Views,Year of Manufacture:
"Dhaka
590
views",Saloon,Mitsubishi,Used,"1,500 cc","Octane, LPG","56,784 km",Mitsubishi Lancer GLX 2006,Lancer,26/07/2025 20:27,"Tk 890,000",2014,Company,Mohammadpur,Automatic,GLX,https://bikroy.com/en/ad/mitsubishi-lancer-glx-2006-for-sale-dhaka-650,590,2006
"Dhaka
404
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","75,505 km",Toyota Corolla SE Limited 1994,Corolla,26/07/2025 20:27,"Tk 650,000",1998,Company,Mohammadpur,Automatic,SE Limited,https://bikroy.com/en/ad/toyota-corolla-se-limited-1994-for-sale-dhaka-56,404,1994
"Dhaka
141
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","87,993 km",Toyota Corsa Full Fresh 1998,Corsa,26/07/2025 20:27,"Tk 690,000",2003,Company,Mohammadpur,Automatic,Full Fresh,https://bikroy.com/en/ad/toyota-corsa-full-fresh-1998-for-sale-dhaka,141,1998
"Dhaka
194
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","82,407 km",Toyota Allion A15 Full Fresh 2003,Allion,26/07/2025 20:27,"Tk 1,390,000",2008,Company,Mohammadpur,Automatic,A15 Full Fresh,https://bikroy.com/en/ad/toyota-allion-a15-full-fresh-2003-for-sale-dhaka,194,2003
"Dhaka
719
views",MPV,Toyota,Used,"1,500 cc","CNG, Octane","93,202 km",Toyota Noah Liteace GL 2010,Noah,26/07/2025 20:27,"Tk 780,000",2015,Company,Mohammadpur,Automatic,Liteace GL,https://bikroy.com/en/ad/toyota-noah-liteace-gl-2010-for-sale-dhaka,719,2010
Dhaka,Saloon,Toyota,Used,"1,500 cc","CNG, Octane","72,233 km",Toyota Corolla X LTD 2006,Corolla,26/07/2025 20:27,"Tk 1,480,000",2012,Company,Mohammadpur,Automatic,X LTD,https://bikroy.com/en/ad/toyota-corolla-x-ltd-2006-for-sale-dhaka-9,,2006
Dhaka,Saloon,Toyota,Used,"1,500 cc","CNG, Octane","83,224 km",Toyota Raum Door Pwr 2004,Raum,26/07/2025 20:27,"Tk 1,050,000",2007,Company,Mohammadpur,Automatic,Door Pwr,https://bikroy.com/en/ad/toyota-raum-door-pwr-2004-for-sale-dhaka,,2004
"Dhaka
448
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","78,903 km",Toyota Corolla X Full Fresh 2003,Corolla,26/07/2025 20:27,"Tk 1,130,000",2007,Company,Mohammadpur,Automatic,X Full Fresh,https://bikroy.com/en/ad/toyota-corolla-x-full-fresh-2003-for-sale-dhaka-1,448,2003
"Dhaka
641
views",Estate,Toyota,Used,"1,500 cc","Octane, LPG","69,272 km",Toyota Probox Full Fresh 2014,Probox,26/07/2025 20:27,"Tk 1,250,000",2019,Company,Mohammadpur,Automatic,Full Fresh,https://bikroy.com/en/ad/toyota-probox-full-fresh-2014-for-sale-dhaka,641,2014
"Dhaka
235
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","51,679 km",Toyota Allion Push Start 2010,Allion,26/07/2025 20:27,"Tk 2,150,000",2013,Company,Mohammadpur,Automatic,Push Start,https://bikroy.com/en/ad/toyota-allion-push-start-2010-for-sale-dhaka-72,235,2010
"Dhaka
31
views",MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","38,000 km",Toyota Noah . 2020,Noah,26/07/2025 20:24,"Tk 3,720,000",,Company,Mohammadpur,Automatic,.,https://bikroy.com/en/ad/toyota-noah-2020-for-sale-dhaka-49,31,2020
Dhaka,SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","85,000 km",Toyota C-HR G Led Gray 360' 2019,C-HR,26/07/2025 20:24,"Tk 3,470,000",,Company,Mirpur,Automatic,G Led Gray 360',https://bikroy.com/en/ad/toyota-c-hr-g-led-gray-360-2019-for-sale-dhaka,,2019
"Barishal
37
views",Estate,Toyota,Used,"1,300 cc",Octane,"90,124 km",Toyota ist octane drive 2004,ist,26/07/2025 20:24,"Tk 790,000",2010,Company,Sadar Road,Automatic,octane drive,https://bikroy.com/en/ad/toyota-ist-octane-drive-2004-for-sale-barishal-2,37,2004
"Sylhet
195
views",SUV / 4x4,Mitsubishi,Used,"3,000 cc","Petrol, Octane","99,999 km",Mitsubishi Pajero v6 1994,Pajero,26/07/2025 20:24,"Tk 700,000",1999,Company,Shahi Eidgah,Manual,v6,https://bikroy.com/en/ad/mitsubishi-pajero-v6-1994-for-sale-sylhet-10,195,1994
"Dhaka
28
views",Hatchback,Ford,Used,"1,500 cc",Octane,"65,000 km",Ford Eco Sport Titanium 2014,Eco Sport,26/07/2025 20:22,"Tk 1,495,000",2014,Company,Uttara,Automatic,Titanium,https://bikroy.com/en/ad/ford-eco-sport-titanium-2014-for-sale-dhaka-14,28,2014
Mymensingh,Estate,Toyota,Used,"1,500 cc","CNG, Octane","135,000 km",Toyota Fielder X 2004,Fielder,26/07/2025 20:22,"Tk 1,200,000",2010,Individual,Phulpur,Automatic,X fielder,https://bikroy.com/en/ad/toyota-fielder-x-2004-for-sale-mymensingh,,2004
Dhaka,Saloon,Toyota,Used,"1,800 cc",Hybrid,"70,000 km",Toyota Prius G - package 2013,Prius,26/07/2025 20:20,"Tk 1,580,000",2019,Company,Uttara,Automatic,G - package,https://bikroy.com/en/ad/toyota-prius-g-package-2013-for-sale-dhaka,,2013
"Dhaka
3210
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","85,300 km",Toyota Corolla . 2005,Corolla,26/07/2025 20:18,"Tk 1,260,000",2011,Company,Banani,Automatic,.,https://bikroy.com/en/ad/toyota-corolla-2005-for-sale-dhaka-1832,3210,2005
"Dhaka
112
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","15,000 km",Toyota Corolla Cross Z leather package 2021,Corolla Cross,26/07/2025 20:18,"Tk 4,445,000",,Individual,Uttara,Automatic,Z leather package,https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-package-2021-for-sale-dhaka-82,112,2021
Chattogram,Estate,Toyota,Used,"1,331 cc",CNG,"200,000 km",Toyota Wagon 100 model 2000,Wagon 100,26/07/2025 20:13,"Tk 350,000",2003,Individual,Khulshi,Automatic,model 2000,https://bikroy.com/en/ad/toyota-wagon-100-model-2000-for-sale-chattogram,,2000
Khulna,MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","53,237 km",Toyota Esquire Gi-Premium HYb GP-4 2020,Esquire,26/07/2025 20:11,"Tk 4,100,000",,Company,Khulna Sadar,Automatic,Gi-Premium HYb GP-4,https://bikroy.com/en/ad/toyota-esquire-gi-premium-hyb-gp-4-2020-for-sale-khulna-8,,2020
"Dhaka
608
views",MPV,Toyota,Used,"2,000 cc","Hybrid, Octane","82,000 km",Toyota Esquire G I noha 2016,Esquire,26/07/2025 20:11,"Tk 2,685,000",2022,Company,Baridhara,Automatic,G I noha,https://bikroy.com/en/ad/toyota-esquire-g-i-noha-2016-for-sale-dhaka,608,2016
"Chattogram
34
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","30,000 km",Toyota Fielder . 2012,Fielder,26/07/2025 20:11,"Tk 1,650,000",2018,Individual,Mirsharai,Automatic,.,https://bikroy.com/en/ad/toyota-fielder-2012-for-sale-chattogram-102,34,2012
"Sylhet
115
views",Estate,Toyota,Used,"1,500 cc","Petrol, Octane","99,999 km",Toyota Fielder X 2003,Fielder,26/07/2025 20:11,"Tk 1,150,000",2007,Company,Shahi Eidgah,Automatic,X,https://bikroy.com/en/ad/toyota-fielder-x-2003-for-sale-sylhet-3,115,2003
"Dhaka
6
views",Saloon,Toyota,Reconditioned,"1,500 cc",Hybrid,"86,278 km",Toyota Axio Ex Hybrid Push- 3.5 2020,Axio,26/07/2025 20:07,"Tk 2,520,000",,Company,Mirpur,Automatic,Ex Hybrid Push- 3.5,https://bikroy.com/en/ad/toyota-axio-ex-hybrid-push-35-2020-for-sale-dhaka,6,2020
Dhaka,Hatchback,Honda,Used,"1,500 cc",Hybrid,"28,000 km",Honda Vezel hybrid 2015,Vezel,26/07/2025 20:03,"Tk 1,550,000",2018,Individual,Badda,Automatic,hybrid,https://bikroy.com/en/ad/honda-vezel-hybrid-2015-for-sale-dhaka-248,,2015
"Dhaka
5
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","19,000 km",Toyota Corolla Cross Full Loaded 5 Point 2022,Corolla Cross,26/07/2025 20:00,"Tk 4,850,000",,Company,Mirpur,Automatic,Full Loaded 5 Point,https://bikroy.com/en/ad/toyota-corolla-cross-full-loaded-5-point-2022-for-sale-dhaka,5,2022
"Dhaka
259
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","40,000 km",Toyota Corolla Wxb Black 2020,Corolla,26/07/2025 20:00,"Tk 3,100,000",,Company,Uttara,Automatic,Wxb Black 2020,https://bikroy.com/en/ad/toyota-corolla-wxb-black-2020-for-sale-dhaka,259,2020
"Dhaka
869
views",Estate,Toyota,Reconditioned,"1,500 cc","Hybrid, Electric","52,000 km",Toyota Fielder Ex Hybrid 2020 Ready,Fielder,26/07/2025 20:00,"Tk 2,425,000",,Company,Uttara,Automatic,Ex Hybrid 2020 Ready,https://bikroy.com/en/ad/toyota-fielder-ex-hybrid-2020-ready-for-sale-dhaka,869,2020
"Khulna
5
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","84,559 km",Toyota Noah (X) KEY NONHY 1DP 2020,Noah,26/07/2025 20:00,"Tk 3,650,000",,Company,Khulna Sadar,Automatic,(X) KEY NONHY 1DP,https://bikroy.com/en/ad/toyota-noah-x-key-nonhy-1dp-2020-for-sale-khulna,5,2020
"Dhaka
480
views",MPV,Hyundai,Used,"2,400 cc",Diesel,"100,000 km",Hyundai H1 2012,H1,26/07/2025 20:00,"Tk 1,220,000",2012,Company,Mohammadpur,Automatic,,https://bikroy.com/en/ad/hyundai-h1-2012-for-sale-dhaka-165,480,2012
"Barishal
37
views",Saloon,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","75,482 km",Toyota Axio Hybrid & Octane 2018,Axio,26/07/2025 20:00,"Tk 1,950,000",2025,Company,Sadar Road,Automatic,Hybrid & Octane,https://bikroy.com/en/ad/toyota-axio-hybrid-and-octane-2018-for-sale-barishal,37,2018
"Dhaka
28
views",Saloon,Toyota,Used,"1,500 cc","Octane, LPG","130,000 km",Toyota Premio F (Push) 2013,Premio,26/07/2025 20:00,"Tk 2,425,000",2017,Company,Uttara,Automatic,F (Push),https://bikroy.com/en/ad/toyota-premio-f-push-2013-for-sale-dhaka-1,28,2013
"Dhaka
1131
views",Estate,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","20,488 km",Toyota Corolla Touring S Hybrid 2020,Corolla,26/07/2025 19:58,"Tk 2,980,000",,Company,Uttara,Automatic,Touring S Hybrid,https://bikroy.com/en/ad/toyota-corolla-touring-s-hybrid-2020-for-sale-dhaka,1131,2020
"Dhaka
862
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","49,000 km",Toyota Yaris Cross Z Leather 2021 Red,Yaris Cross,26/07/2025 19:58,"Tk 3,520,000",,Company,Uttara,Automatic,Z Leather 2021 Red,https://bikroy.com/en/ad/toyota-yaris-cross-z-leather-2021-red-for-sale-dhaka,862,2021
"Dhaka
662
views",MPV,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","72,000 km",Toyota Voxy ZS KIRAMEKI 2020,Voxy,26/07/2025 19:58,"Tk 3,320,000",,Company,Uttara,Automatic,ZS KIRAMEKI 2020,https://bikroy.com/en/ad/toyota-voxy-zs-kirameki-2020-for-sale-dhaka-11,662,2020
"Dhaka
861
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","45,000 km",Toyota Corolla SEDAN WXB 2020,Corolla,26/07/2025 19:58,"Tk 3,350,000",,Company,Uttara,Automatic,SEDAN WXB 2020,https://bikroy.com/en/ad/toyota-corolla-sedan-wxb-2020-for-sale-dhaka-1,861,2020
"Dhaka
1643
views",SUV / 4x4,Toyota,Reconditioned,"2,700 cc",Octane,"8,000 km",Toyota Prado LANDCRUISER TXL 2020,Prado,26/07/2025 19:58,"Tk 16,000,000",,Company,Uttara,Automatic,LANDCRUISER TXL 2020,https://bikroy.com/en/ad/toyota-prado-landcruiser-txl-2020-for-sale-dhaka,1643,2020
"Dhaka
369
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","56,000 km",Toyota Corolla Cross Z Wine 2021,Corolla Cross,26/07/2025 19:58,"Tk 4,500,000",,Company,Uttara,Automatic,Z Wine 2021,https://bikroy.com/en/ad/toyota-corolla-cross-z-wine-2021-for-sale-dhaka,369,2021
"Dhaka
1181
views",SUV / 4x4,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","70,000 km",Toyota Yaris Cross Z Leather 2020Loaded 2020,Yaris Cross,26/07/2025 19:58,"Tk 3,350,000",,Company,Uttara,Automatic,Z Leather 2020Loaded,https://bikroy.com/en/ad/toyota-yaris-cross-z-leather-2020loaded-2020-for-sale-dhaka,1181,2020
"Dhaka
694
views",MPV,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","45,000 km",Toyota Sienta Hybrid G 360cam 2020,Sienta,26/07/2025 19:58,"Tk 2,780,000",,Company,Uttara,Automatic,Hybrid G 360cam 2020,https://bikroy.com/en/ad/toyota-sienta-hybrid-g-360cam-2020-for-sale-dhaka,694,2020
"Dhaka
618
views",Saloon,Toyota,Reconditioned,"1,500 cc",Octane,"48,000 km",Toyota Axio EX 2020 Non-Hybrid,Axio,26/07/2025 19:58,"Tk 2,690,000",,Company,Uttara,Automatic,EX 2020 Non-Hybrid,https://bikroy.com/en/ad/toyota-axio-ex-2020-non-hybrid-for-sale-dhaka,618,2020
"Dhaka
871
views",Estate,Toyota,Reconditioned,"1,500 cc","Hybrid, Octane","59,374 km",Toyota Fielder EX HYB 2020EidOffer 2020,Fielder,26/07/2025 19:58,"Tk 2,425,000",,Company,Uttara,Automatic,EX HYB 2020EidOffer,https://bikroy.com/en/ad/toyota-fielder-ex-hyb-2020eidoffer-2020-for-sale-dhaka-1,871,2020
"Dhaka
464
views",Saloon,Toyota,Reconditioned,"1,800 cc","Hybrid, LPG","30,000 km",Toyota Corolla Wxb Hybrid 2020,Corolla,26/07/2025 19:58,"Tk 3,199,000",,Company,Uttara,Automatic,Wxb Hybrid 2020,https://bikroy.com/en/ad/toyota-corolla-wxb-hybrid-2020-for-sale-dhaka-21,464,2020
"Dhaka
57
views",Saloon,Nissan,Used,"1,300 cc",Octane,"55,000 km",Nissan Sunny 2011,Sunny,26/07/2025 19:58,"Tk 975,000",2012,Company,Uttara,Automatic,,https://bikroy.com/en/ad/nissan-sunny-2011-for-sale-dhaka-2,57,2011
Dhaka,Saloon,Toyota,Used,"1,500 cc",Octane,"250,000 km",Toyota Premio F 2004,Premio,26/07/2025 21:30,"Tk 1,450,000",2007,Individual,Cantonment,Automatic,F PREMIO 2004,https://bikroy.com/en/ad/toyota-premio-f-2004-for-sale-dhaka-2512,,2004
"Khulna
3
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","90,000 km",Toyota Noah Si WxB Non Hybrid 2020,Noah,26/07/2025 19:55,"Tk 3,950,000",,Company,Khulna Sadar,Automatic,Si WxB Non Hybrid,https://bikroy.com/en/ad/toyota-noah-si-wxb-non-hybrid-2020-for-sale-khulna-9,3,2020
Dhaka,SUV / 4x4,Toyota,Used,"1,800 cc",Octane,"85,000 km",Toyota RAV4 L SUV 2025,RAV4,26/07/2025 19:55,"Tk 1,360,000",2011,Individual,Mohammadpur,Automatic,L SUV,https://bikroy.com/en/ad/toyota-rav4-l-suv-2025-for-sale-dhaka,,2025
"Dhaka
80
views",Saloon,Toyota,Used,"1,500 cc",Octane,"59,322 km",Toyota Premio FEX#Octane driven 2015,Premio,26/07/2025 19:53,"Tk 2,799,000",2016,Company,Mohammadpur,Automatic,FEX#Octane driven,https://bikroy.com/en/ad/toyota-premio-fexoctane-driven-2015-for-sale-dhaka,80,2015
"Dhaka
565
views",Saloon,Toyota,Used,"1,500 cc",Octane,"67,410 km",Toyota Axio G - Edition 2008,Axio,26/07/2025 19:49,"Tk 1,390,000",2010,Company,Tejgaon,Automatic,G - Edition,https://bikroy.com/en/ad/toyota-axio-g-edition-2008-for-sale-dhaka-163,565,2008
"Khulna
12
views",Saloon,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","24,000 km",Toyota Premio F-EX Mica Blue 2020,Premio,26/07/2025 19:47,"Tk 4,580,000",,Company,Khulna Sadar,Automatic,F-EX Mica Blue,https://bikroy.com/en/ad/toyota-premio-f-ex-mica-blue-2020-for-sale-khulna-1,12,2020
"Dhaka
23
views",Hatchback,Ford,Used,"1,500 cc",Octane,"53,000 km",Ford Eco Sport Titanium 2016,Eco Sport,26/07/2025 19:47,"Tk 1,525,000",2016,Company,Uttara,Automatic,Titanium,https://bikroy.com/en/ad/ford-eco-sport-titanium-2016-for-sale-dhaka-2,23,2016
"Dhaka
25
views",Estate,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","87,000 km",Toyota Esquire 2020,Esquire,26/07/2025 19:44,"Tk 3,680,000",,Company,Mohammadpur,Automatic,2020,https://bikroy.com/en/ad/toyota-esquire-2020-for-sale-dhaka-91,25,2020
"Khulna
3
views",Saloon,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","26,000 km",Toyota Premio FL LED Beige GP-4.5 2020,Premio,26/07/2025 19:44,"Tk 4,510,000",,Company,Khulna Sadar,Automatic,FL LED Beige GP-4.5,https://bikroy.com/en/ad/toyota-premio-fl-led-beige-gp-45-2020-for-sale-khulna,3,2020
Dhaka,Saloon,Toyota,Reconditioned,"1,500 cc",Hybrid,"119,000 km",Toyota Axio EX PACKAGE 2020,Axio,26/07/2025 19:42,Tk 0,,Company,Baridhara,Automatic,EX PACKAGE,https://bikroy.com/en/ad/toyota-axio-ex-package-2020-for-sale-dhaka-66,,2020
Chattogram Division,Saloon,Honda,Used,125 cc,Petrol,"39,000 km",Honda . 2018,Other Model,26/07/2025 19:41,"Tk 70,000",2018,Individual,Feni,Manual,.,https://bikroy.com/en/ad/honda-2018-for-sale-chattogram-division-3,,2018
"Khulna
6
views",Hatchback,Toyota,Reconditioned,"1,500 cc","Petrol, Hybrid, Octane","53,219 km",Toyota Fielder EX Hyb GP-4 2020,Fielder,26/07/2025 19:40,"Tk 2,350,000",,Company,Khulna Sadar,Automatic,EX Hyb GP-4,https://bikroy.com/en/ad/toyota-fielder-ex-hyb-gp-4-2020-for-sale-khulna,6,2020
"Khulna
4
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","31,000 km",Toyota Esquire Gi Pearl Chilling TV 2020,Esquire,26/07/2025 19:40,"Tk 3,550,000",,Company,Khulna Sadar,Automatic,Gi Pearl Chilling TV,https://bikroy.com/en/ad/toyota-esquire-gi-pearl-chilling-tv-2020-for-sale-khulna,4,2020
Dhaka,,Toyota,Reconditioned,"1,980 cc",Octane,"21,267 km",Toyota Esquire GI 2020,Esquire,26/07/2025 19:40,"Tk 4,950,000",,Company,Baridhara,Automatic,GI,https://bikroy.com/en/ad/toyota-esquire-gi-2020-for-sale-dhaka-83,,2020
"Khulna
3
views",,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","62,876 km",Toyota Premio (F-EX) Model Year- 2020,Premio,26/07/2025 19:35,"Tk 4,600,000",,Company,Khulna Sadar,Automatic,(F-EX) Model Year-,https://bikroy.com/en/ad/toyota-premio-f-ex-model-year-2020-for-sale-khulna-31,3,2020
"Dhaka
155
views",Hatchback,Toyota,Reconditioned,"1,500 cc",Hybrid,"42,000 km",Toyota Fielder Ex white hybrid 2020,Fielder,26/07/2025 19:35,"Tk 2,390,000",,Company,Paltan,Automatic,Ex white hybrid,https://bikroy.com/en/ad/toyota-fielder-ex-white-hybrid-2020-for-sale-dhaka,155,2020
"Dhaka
168
views",Saloon,Toyota,Reconditioned,"1,500 cc",Hybrid,"47,580 km",Toyota Axio EX 2020,Axio,26/07/2025 19:35,"Tk 2,450,000",,Company,Paltan,Automatic,EX,https://bikroy.com/en/ad/toyota-axio-ex-2020-for-sale-dhaka-192,168,2020
"Dhaka
22
views",MPV,Toyota,Used,"2,000 cc","CNG, Octane","65,000 km",Toyota Noah X 2003,Noah,26/07/2025 19:35,"Tk 1,225,000",2006,Company,Uttara,Automatic,X,https://bikroy.com/en/ad/toyota-noah-x-2003-for-sale-dhaka-1601,22,2003
"Dhaka
63
views",SUV / 4x4,Toyota,Reconditioned,"2,400 cc","Hybrid, Octane","18,421 km","Toyota Crown Cross Over, RS ADV. 2022",Crown,26/07/2025 19:35,"Tk 12,500,000",,Company,Baridhara,Automatic,"Cross Over, RS ADV.",https://bikroy.com/en/ad/toyota-crown-cross-over-rs-adv-2022-for-sale-dhaka,63,2022
"Dhaka
59
views",SUV / 4x4,Toyota,Reconditioned,"1,800 cc","Hybrid, Octane","48,521 km",Toyota C-HR New Shape 2019,C-HR,26/07/2025 19:35,"Tk 3,200,000",,Company,Baridhara,Automatic,New Shape,https://bikroy.com/en/ad/toyota-c-hr-new-shape-2019-for-sale-dhaka-22,59,2019
"Dhaka
176
views",MPV,Toyota,Reconditioned,"1,800 cc",Hybrid,"58,000 km",Toyota Esquire Gi 2020,Esquire,26/07/2025 19:33,"Tk 3,600,000",,Company,Paltan,Automatic,Gi,https://bikroy.com/en/ad/toyota-esquire-gi-2020-for-sale-dhaka-81,176,2020
Dhaka,,Toyota,Reconditioned,"1,980 cc",Octane,"29,304 km",Toyota Esquire GI 2021,Esquire,26/07/2025 19:33,"Tk 5,100,000",,Company,Baridhara,Automatic,GI,https://bikroy.com/en/ad/toyota-esquire-gi-2021-for-sale-dhaka-21,,2021
"Dhaka
75
views",MPV,Toyota,Reconditioned,"2,000 cc","Petrol, Octane","56,482 km",Toyota Hiace GL ORGINAL DUAL AC 2022,Hiace,26/07/2025 19:33,"Tk 3,599,000",,Company,Baridhara,Automatic,GL ORGINAL DUAL AC,https://bikroy.com/en/ad/toyota-hiace-gl-orginal-dual-ac-2022-for-sale-dhaka-1,75,2022
"Dhaka
72
views",Saloon,Toyota,Reconditioned,"1,500 cc",Hybrid,"79,000 km",Toyota Axio EX PACKAGE 2020,Axio,26/07/2025 19:31,Tk 0,,Company,Baridhara,Automatic,EX PACKAGE,https://bikroy.com/en/ad/toyota-axio-ex-package-2020-for-sale-dhaka-61,72,2020
Khulna,MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","46,000 km",Toyota Noah G Hybrid 2 Door P/W 2020,Noah,26/07/2025 19:31,"Tk 3,330,000",,Company,Khulna Sadar,Automatic,G Hybrid 2 Door P/W,https://bikroy.com/en/ad/toyota-noah-g-hybrid-2-door-p-w-2020-for-sale-khulna,,2020
"Dhaka
6
views",Saloon,Toyota,Reconditioned,"1,800 cc",Hybrid,"53,000 km",Toyota Prius 2020,Prius,26/07/2025 19:31,"Tk 3,100,000",,Company,Tejgaon,Automatic,,https://bikroy.com/en/ad/toyota-prius-2020-for-sale-dhaka-25,6,2020
"Dhaka
1950
views",Saloon,Mercedes-Benz,Used,"3,000 cc","Petrol, Octane","6,000 km",Mercedes-Benz S-Class S500 TURBO LWB 2021,S-Class,26/07/2025 19:27,"Tk 35,000,000",2022,Company,Banani,Automatic,S500 TURBO LWB,https://bikroy.com/en/ad/mercedes-benz-s-class-s500-turbo-lwb-2021-for-sale-dhaka,1950,2021
"Chattogram
661
views",SUV / 4x4,Mercedes-Benz,New,"2,000 cc","Petrol, Hybrid, Octane",0 km,Mercedes-Benz GLE-Class GLE400E BRAND NEW 2025,GLE-Class,26/07/2025 19:27,"Tk 32,500,000",,Company,Agrabad,Automatic,GLE400E BRAND NEW,https://bikroy.com/en/ad/mercedes-benz-gle-class-gle400e-brand-new-2025-for-sale-chattogram-1,661,2025
"Khulna
9
views",,Toyota,Reconditioned,"1,500 cc","Petrol, Octane","73,208 km",Toyota Fielder পেট্রল/অকটেন (X)- 2019,Fielder,26/07/2025 19:24,"Tk 2,400,000",,Company,Khulna Sadar,Automatic,পেট্রল/অকটেন (X)-,https://bikroy.com/en/ad/toyota-fielder-pettrl-aktten-x-2019-for-sale-khulna,9,2019
"Dhaka
1193
views",SUV / 4x4,Toyota,Used,"2,700 cc","Octane, LPG","125,452 km",Toyota Hilux surf orginal 1999,Hilux,26/07/2025 19:24,"Tk 1,310,000",2007,Company,Baridhara,Automatic,surf orginal,https://bikroy.com/en/ad/toyota-hilux-surf-orginal-1999-for-sale-dhaka-1,1193,1999
Dhaka,Hatchback,Toyota,Used,"1,600 cc","CNG, Octane","95,324 km",Toyota Spacio fresh 1997,Spacio,26/07/2025 19:24,"Tk 620,000",2001,Company,Baridhara,Automatic,fresh,https://bikroy.com/en/ad/toyota-spacio-fresh-1997-for-sale-dhaka-1,,1997
"Dhaka
181
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","110,000 km",Toyota Corolla . 2006,Corolla,26/07/2025 19:22,"Tk 1,280,000",2009,Individual,Gulshan,Automatic,.,https://bikroy.com/en/ad/toyota-corolla-2006-for-sale-dhaka-632,181,2006
"Chattogram
1423
views",SUV / 4x4,Mercedes-Benz,New,"2,000 cc","Petrol, Hybrid, Octane",0 km,Mercedes-Benz GLE-Class GLE400E BRAND NEW 2025,GLE-Class,26/07/2025 19:22,"Tk 32,500,000",,Company,Agrabad,Automatic,GLE400E BRAND NEW,https://bikroy.com/en/ad/mercedes-benz-gle-class-gle400e-brand-new-2025-for-sale-chattogram,1423,2025
Dhaka,Saloon,Mercedes-Benz,Used,"3,000 cc",Petrol,"12,000 km",Mercedes-Benz E-Class E53 AMG 3.0L TURBO 2020,E-Class,26/07/2025 19:22,"Tk 22,000,000",2021,Company,Banani,Automatic,E53 AMG 3.0L TURBO,https://bikroy.com/en/ad/mercedes-benz-e-class-e53-amg-30l-turbo-2020-for-sale-dhaka-1,,2020
"Dhaka
4375
views",Saloon,Mercedes-Benz,Used,"2,000 cc","Petrol, Octane","8,000 km",Mercedes-Benz E-Class E300e 2.0L Turbo 2019,E-Class,26/07/2025 19:20,"Tk 9,900,000",2020,Company,Gulshan,Automatic,E300e 2.0L Turbo,https://bikroy.com/en/ad/mercedes-benz-e-class-e300e-20l-turbo-2019-for-sale-dhaka,4375,2019
"Dhaka
10449
views",Saloon,Mercedes-Benz,Used,"3,000 cc","Petrol, Octane","2,000 km",Mercedes-Benz S-Class S500 Legendary Sedan 2022,S-Class,26/07/2025 19:20,"Tk 39,500,000",2022,Company,Gulshan,Automatic,S500 Legendary Sedan,https://bikroy.com/en/ad/mercedes-benz-s-class-s500-legendary-sedan-2022-for-sale-dhaka,10449,2022
"Khulna
9
views",MPV,Toyota,Reconditioned,"1,800 cc","Petrol, Hybrid, Octane","88,000 km",Toyota Voxy SZ Top Trim Fully LD 2020,Voxy,26/07/2025 19:16,"Tk 4,830,000",,Company,Khulna Sadar,Automatic,SZ Top Trim Fully LD,https://bikroy.com/en/ad/toyota-voxy-sz-top-trim-fully-ld-2020-for-sale-khulna,9,2020
"Dhaka
20
views",Saloon,Toyota,Used,"1,500 cc","CNG, Octane","85,000 km",Toyota Axio A/C Touch 2011,Axio,26/07/2025 19:15,"Tk 1,560,000",2016,Company,Khilkhet,Automatic,A/C Touch,https://bikroy.com/en/ad/toyota-axio-a-c-touch-2011-for-sale-dhaka,20,2011
